id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
44,15777826.0,Cavenagh,745.0,Spain,Male,26.0,0.0,0.0,1.0,1.0,0.0,100995.68,0.0
45,15654409.0,Genovese,620.0,France,Female,34.0,9.0,128135.99,1.0,1.0,1.0,177784.68,0.0
46,15671358.0,T'ang,712.0,France,Female,29.0,2.0,0.0,1.0,1.0,1.0,148564.76,0.0
47,15797710.0,Onyekachukwu,551.0,France,Female,61.0,2.0,0.0,1.0,1.0,0.0,823.96,1.0
48,15663987.0,Chidumaga,717.0,France,Female,37.0,7.0,122329.54,2.0,1.0,0.0,111285.85,0.0
49,15622083.0,Ikedinachukwu,523.0,Spain,Female,40.0,7.0,120549.29,1.0,1.0,0.0,79734.23,0.0
50,15757981.0,Onuora,611.0,Germany,Male,47.0,1.0,141078.37,2.0,0.0,0.0,142492.04,1.0
51,15769499.0,Palermo,762.0,Spain,Male,32.0,4.0,0.0,2.0,1.0,1.0,171463.83,0.0
52,15771857.0,Chin,712.0,France,Male,37.0,1.0,0.0,2.0,1.0,0.0,93336.3,0.0
53,15645778.0,Tsou,535.0,Spain,Female,44.0,10.0,109026.8,1.0,1.0,0.0,96420.58,1.0
54,15697035.0,Onyemauchechukwu,627.0,France,Female,25.0,2.0,78885.88,1.0,1.0,0.0,170195.4,0.0
55,15777896.0,Smith,807.0,Germany,Female,27.0,10.0,118274.71,2.0,0.0,0.0,140763.18,1.0
56,15790630.0,Chidumaga,743.0,Germany,Female,22.0,4.0,108262.39,1.0,1.0,0.0,123954.15,1.0
57,15658768.0,Yermakov,554.0,France,Male,39.0,3.0,120961.5,1.0,0.0,0.0,145548.72,0.0
58,15802501.0,Lucchese,561.0,France,Female,28.0,8.0,0.0,2.0,1.0,0.0,112687.57,0.0
59,15686696.0,Nwankwo,637.0,Spain,Male,43.0,2.0,0.0,2.0,1.0,1.0,156768.45,0.0
60,15693523.0,Toscani,654.0,Germany,Female,36.0,8.0,104430.08,1.0,1.0,0.0,95583.45,1.0
61,15798975.0,Lo,757.0,Spain,Male,43.0,8.0,103516.87,1.0,1.0,0.0,79871.02,0.0
62,15706706.0,Clements,683.0,France,Male,33.0,4.0,0.0,2.0,1.0,1.0,94450.97,0.0
63,15787907.0,Maclean,710.0,Spain,Male,19.0,9.0,99836.47,2.0,1.0,0.0,119348.28,0.0
64,15808971.0,T'ien,568.0,Germany,Male,38.0,5.0,136526.26,1.0,1.0,1.0,169669.33,0.0
65,15589320.0,Lu,564.0,France,Female,36.0,1.0,161884.99,1.0,1.0,0.0,72945.61,0.0
66,15762268.0,Ch'iu,619.0,France,Male,23.0,4.0,0.0,2.0,1.0,1.0,82647.65,0.0
67,15696564.0,Li Fonti,686.0,France,Female,22.0,5.0,0.0,2.0,1.0,1.0,113860.81,0.0
68,15646091.0,Chuter,669.0,France,Female,44.0,4.0,0.0,2.0,1.0,1.0,176882.08,0.0
69,15704769.0,Smith,571.0,France,Female,41.0,9.0,0.0,1.0,1.0,0.0,152992.04,1.0
70,15769312.0,Ts'ui,724.0,France,Male,30.0,8.0,0.0,2.0,1.0,1.0,102284.2,0.0
71,15672053.0,Liao,756.0,Germany,Female,50.0,3.0,131033.76,1.0,1.0,0.0,198402.37,1.0
72,15603846.0,Nwokezuike,648.0,Spain,Female,57.0,6.0,0.0,1.0,1.0,0.0,173365.89,1.0
73,15699247.0,Ch'iu,721.0,Spain,Male,29.0,4.0,0.0,2.0,1.0,1.0,122937.75,0.0
74,15777045.0,Chiedozie,684.0,France,Male,42.0,2.0,141581.71,1.0,1.0,0.0,94790.34,0.0
75,15641850.0,Chuang,728.0,Spain,Female,46.0,0.0,0.0,2.0,1.0,0.0,88728.47,0.0
76,15763515.0,Nwora,614.0,France,Male,28.0,7.0,0.0,2.0,1.0,1.0,161064.29,0.0
77,15758831.0,Pugh,549.0,France,Male,45.0,5.0,123935.35,1.0,1.0,0.0,49899.96,0.0
78,15689671.0,Hsiung,754.0,Germany,Female,47.0,9.0,132876.11,1.0,0.0,0.0,67976.57,1.0
79,15723488.0,Hsiao,576.0,Spain,Female,21.0,1.0,0.0,2.0,1.0,0.0,58855.85,0.0
80,15690169.0,Maughan,596.0,Germany,Female,37.0,1.0,141604.76,1.0,1.0,0.0,114538.58,0.0
81,15699247.0,Ch'eng,699.0,France,Male,33.0,3.0,0.0,2.0,1.0,1.0,172363.41,0.0
82,15697035.0,Ts'ao,696.0,France,Female,39.0,7.0,0.0,2.0,1.0,0.0,63889.1,0.0
83,15748381.0,Tsou,561.0,France,Male,31.0,4.0,0.0,2.0,0.0,0.0,121098.65,0.0
84,15793070.0,Chigolum,682.0,France,Female,37.0,8.0,128262.72,1.0,0.0,1.0,113599.77,0.0
85,15768295.0,Ting,613.0,France,Female,32.0,1.0,0.0,2.0,1.0,1.0,89801.9,0.0
86,15600934.0,T'ien,676.0,Spain,Male,36.0,7.0,0.0,1.0,1.0,1.0,93478.96,0.0
87,15639252.0,Milanesi,663.0,France,Female,26.0,3.0,135927.03,1.0,1.0,0.0,199293.01,0.0
88,15671915.0,Palerma,600.0,Germany,Male,32.0,1.0,124976.19,2.0,0.0,0.0,115611.97,0.0
89,15603914.0,Chikezie,684.0,Germany,Male,30.0,4.0,140197.18,2.0,0.0,0.0,88890.05,0.0
90,15585595.0,Ts'ui,757.0,France,Female,50.0,5.0,61581.97,1.0,0.0,0.0,51721.52,1.0
91,15671139.0,Kuo,638.0,Germany,Female,27.0,4.0,96651.03,1.0,0.0,1.0,163550.58,0.0
92,15596863.0,Chukwudi,624.0,France,Female,44.0,9.0,0.0,2.0,1.0,0.0,128875.86,0.0
93,15696564.0,Shih,690.0,France,Female,33.0,8.0,0.0,2.0,1.0,1.0,98820.09,0.0
94,15644280.0,Lipton,682.0,France,Female,30.0,3.0,0.0,2.0,1.0,1.0,130789.6,0.0
95,15752650.0,T'ao,554.0,France,Male,47.0,5.0,0.0,1.0,1.0,1.0,51553.43,1.0
96,15670374.0,Ugochukwu,727.0,Germany,Female,52.0,4.0,140549.6,2.0,1.0,0.0,158036.72,1.0
97,15645136.0,Ch'en,621.0,Spain,Male,54.0,10.0,0.0,1.0,1.0,0.0,60988.21,1.0
98,15583049.0,Ndubueze,707.0,France,Male,57.0,8.0,0.0,2.0,1.0,1.0,158531.01,0.0
99,15758031.0,Hsieh,648.0,Germany,Female,44.0,4.0,122929.42,1.0,1.0,1.0,126188.42,1.0
100,15723884.0,Tsao,558.0,Spain,Male,45.0,7.0,0.0,2.0,1.0,0.0,153064.92,0.0
101,15643819.0,Ch'ang,648.0,France,Male,44.0,6.0,0.0,1.0,1.0,1.0,123587.85,0.0
102,15686983.0,Chinwendu,665.0,France,Male,34.0,9.0,0.0,2.0,0.0,0.0,89777.26,0.0
103,15686696.0,Cattaneo,763.0,Germany,Female,38.0,5.0,134596.85,2.0,1.0,0.0,62810.91,0.0
104,15636423.0,Lombardi,481.0,Germany,Female,44.0,6.0,90971.85,1.0,1.0,0.0,115509.59,1.0
105,15656613.0,P'eng,678.0,Spain,Female,33.0,4.0,0.0,2.0,1.0,0.0,152499.8,0.0
106,15658980.0,Nwachinemelu,615.0,France,Male,49.0,10.0,154983.98,1.0,1.0,0.0,143096.49,1.0
107,15777045.0,Chuang,739.0,Spain,Female,31.0,9.0,0.0,2.0,1.0,0.0,44374.44,0.0
108,15643656.0,Nkemakolam,663.0,Germany,Female,44.0,3.0,132730.17,1.0,1.0,1.0,57553.02,0.0
109,15769308.0,Ch'eng,617.0,Spain,Male,31.0,3.0,135559.9,2.0,1.0,1.0,83058.14,0.0
110,15662066.0,Milano,579.0,France,Female,38.0,1.0,0.0,2.0,1.0,0.0,85411.01,0.0
111,15639252.0,Kuo,594.0,Spain,Female,44.0,5.0,152303.8,1.0,0.0,0.0,131804.86,1.0
112,15782089.0,Hsieh,590.0,France,Male,28.0,9.0,0.0,2.0,0.0,1.0,181177.9,0.0
113,15801336.0,Hs?eh,524.0,France,Male,25.0,1.0,0.0,2.0,0.0,1.0,131886.46,0.0
114,15638028.0,Kambinachi,719.0,Spain,Female,37.0,9.0,0.0,2.0,1.0,1.0,142331.85,0.0
115,15767358.0,Onyemauchechukwu,633.0,Spain,Female,44.0,4.0,0.0,2.0,1.0,1.0,109843.16,0.0
116,15602280.0,Chikelu,649.0,Germany,Male,41.0,9.0,123070.89,1.0,0.0,0.0,71154.1,0.0
117,15677796.0,P'eng,695.0,Spain,Male,31.0,6.0,0.0,2.0,0.0,0.0,59325.21,0.0
118,15582591.0,Eluemuno,814.0,France,Female,38.0,1.0,0.0,1.0,0.0,0.0,145560.18,1.0
119,15752656.0,MacDevitt,697.0,France,Male,37.0,0.0,0.0,2.0,1.0,0.0,174435.48,0.0
120,15661629.0,Genovese,692.0,Germany,Female,52.0,1.0,103033.83,1.0,1.0,0.0,137037.97,1.0
121,15588855.0,Brown,602.0,Spain,Female,26.0,10.0,0.0,2.0,1.0,0.0,93524.19,0.0
122,15732967.0,Obiajulu,685.0,France,Female,38.0,8.0,0.0,1.0,1.0,1.0,52327.57,1.0
123,15751181.0,Hodge,573.0,France,Male,41.0,7.0,0.0,2.0,1.0,0.0,186869.58,0.0
124,15775809.0,Nebechukwu,598.0,Spain,Male,48.0,8.0,117559.05,1.0,1.0,0.0,86485.58,1.0
125,15791665.0,Hsing,809.0,Spain,Male,29.0,3.0,0.0,1.0,1.0,0.0,128918.02,0.0
126,15731246.0,Niu,583.0,France,Female,37.0,3.0,0.0,1.0,0.0,1.0,25571.37,1.0
127,15604792.0,Hs?,684.0,France,Male,31.0,2.0,0.0,2.0,1.0,1.0,141210.5,0.0
128,15604732.0,P'eng,705.0,Germany,Male,31.0,9.0,100249.41,2.0,1.0,1.0,125962.02,0.0
129,15742682.0,Onyemere,693.0,France,Male,40.0,2.0,0.0,1.0,0.0,1.0,60420.07,0.0
130,15662955.0,Rowntree,591.0,Germany,Female,46.0,9.0,121355.99,1.0,0.0,0.0,175836.03,1.0
131,15680234.0,Mazzanti,689.0,Germany,Female,36.0,7.0,123076.93,2.0,0.0,1.0,120790.02,0.0
132,15690620.0,Baresi,782.0,France,Female,38.0,7.0,0.0,1.0,1.0,0.0,164038.07,0.0
133,15647965.0,Ch'ien,584.0,Spain,Female,32.0,4.0,0.0,2.0,1.0,0.0,62449.07,0.0
134,15736043.0,Nwankwo,656.0,Spain,Male,34.0,5.0,0.0,2.0,0.0,0.0,138350.74,0.0
135,15771299.0,Hsieh,748.0,France,Female,38.0,4.0,141573.55,1.0,1.0,1.0,57929.9,0.0
136,15688865.0,Okeke,696.0,France,Male,45.0,5.0,0.0,1.0,1.0,0.0,128892.66,1.0
137,15795895.0,Palerma,619.0,France,Male,40.0,6.0,0.0,2.0,0.0,0.0,131662.47,0.0
138,15683544.0,Toscani,794.0,France,Female,20.0,3.0,0.0,2.0,1.0,1.0,113926.31,0.0
139,15742629.0,Zito,707.0,France,Female,42.0,3.0,0.0,2.0,1.0,1.0,158071.69,0.0
140,15584897.0,Hsu,731.0,France,Female,67.0,8.0,115021.76,1.0,1.0,1.0,126241.4,0.0
141,15682639.0,Hs?eh,599.0,France,Male,47.0,5.0,0.0,2.0,1.0,0.0,133535.29,0.0
142,15782630.0,Pisano,624.0,Germany,Male,40.0,9.0,89994.71,1.0,1.0,1.0,116748.14,0.0
143,15659937.0,Ndubuagha,557.0,France,Male,51.0,7.0,0.0,2.0,1.0,1.0,138889.35,0.0
144,15585855.0,Lucchesi,669.0,France,Female,38.0,8.0,0.0,2.0,1.0,1.0,56984.58,0.0
145,15742329.0,Fan,705.0,France,Male,38.0,8.0,0.0,2.0,0.0,1.0,91817.39,0.0
146,15684318.0,Nkemjika,613.0,France,Male,52.0,1.0,0.0,2.0,1.0,1.0,85421.48,0.0
147,15609637.0,Lucciano,705.0,Germany,Female,38.0,4.0,117300.02,2.0,1.0,0.0,183584.04,1.0
148,15639133.0,Fadden,741.0,France,Male,42.0,4.0,0.0,1.0,0.0,1.0,172665.9,1.0
149,15683930.0,T'ao,613.0,France,Male,41.0,9.0,0.0,2.0,1.0,1.0,126837.72,0.0
150,15803378.0,Uspensky,539.0,France,Male,36.0,8.0,126473.99,1.0,1.0,1.0,160976.85,0.0
151,15736287.0,Ch'iu,712.0,France,Male,41.0,9.0,0.0,2.0,0.0,1.0,143960.72,0.0
152,15702912.0,Whitehouse,593.0,France,Male,39.0,4.0,0.0,2.0,1.0,0.0,27330.59,0.0
153,15653572.0,Tung,579.0,Spain,Male,43.0,6.0,0.0,1.0,1.0,0.0,99106.97,1.0
154,15781465.0,Smith,661.0,France,Female,40.0,2.0,96763.89,1.0,1.0,1.0,77965.44,0.0
155,15672397.0,Pisani,593.0,Germany,Female,37.0,5.0,125537.38,1.0,1.0,0.0,103832.58,1.0
156,15677785.0,Chia,694.0,France,Male,23.0,1.0,130142.79,1.0,0.0,0.0,3234.8,0.0
157,15732674.0,Y?,597.0,France,Male,38.0,6.0,0.0,1.0,1.0,0.0,118913.53,0.0
158,15754919.0,Brown,714.0,Germany,Female,29.0,2.0,106458.31,2.0,1.0,0.0,26136.13,0.0
159,15729582.0,Onwumelu,683.0,France,Female,37.0,1.0,0.0,2.0,1.0,0.0,141803.77,0.0
160,15749167.0,Mazzanti,643.0,France,Female,38.0,5.0,0.0,2.0,1.0,0.0,131712.59,0.0
161,15690925.0,Chukwuemeka,582.0,Germany,Female,46.0,5.0,175739.76,2.0,1.0,0.0,176318.27,0.0
162,15742210.0,Ts'ao,488.0,France,Female,38.0,6.0,160982.89,1.0,1.0,1.0,163714.92,0.0
163,15757577.0,Milanesi,654.0,Spain,Male,43.0,2.0,0.0,1.0,1.0,1.0,134483.07,0.0
164,15629787.0,Tuan,516.0,France,Female,51.0,2.0,122267.84,1.0,0.0,1.0,46635.11,1.0
165,15797227.0,Fiorentino,675.0,France,Female,39.0,4.0,126473.33,1.0,0.0,0.0,11146.3,0.0
166,15762927.0,Ts'ai,676.0,France,Male,23.0,7.0,0.0,2.0,1.0,1.0,141446.01,0.0
167,15784890.0,Iloerika,619.0,France,Male,28.0,2.0,0.0,1.0,1.0,1.0,83679.27,1.0
168,15603741.0,Nnanna,665.0,France,Female,34.0,3.0,0.0,2.0,0.0,1.0,66463.62,0.0
169,15751167.0,Ch'ien,590.0,France,Male,40.0,7.0,172325.67,1.0,1.0,1.0,67830.2,0.0
170,15814465.0,Nwokike,740.0,France,Female,43.0,2.0,0.0,2.0,1.0,1.0,136610.02,0.0
171,15585961.0,Pisano,590.0,Germany,Female,48.0,10.0,118342.26,1.0,1.0,1.0,149648.41,1.0
172,15734588.0,Pai,738.0,France,Female,39.0,5.0,0.0,2.0,1.0,1.0,116971.05,0.0
173,15579433.0,T'ien,636.0,France,Male,31.0,1.0,0.0,2.0,1.0,1.0,71433.88,0.0
174,15589329.0,Ugoji,667.0,France,Female,37.0,1.0,0.0,2.0,0.0,0.0,56865.62,0.0
175,15781802.0,Ch'ien,716.0,France,Male,22.0,4.0,0.0,2.0,1.0,1.0,138510.01,0.0
176,15660211.0,Ch'en,732.0,France,Female,47.0,7.0,0.0,2.0,0.0,0.0,170332.67,0.0
177,15581586.0,Chukwueloka,529.0,Germany,Female,33.0,7.0,122793.96,2.0,1.0,0.0,155743.48,0.0
178,15585280.0,Chienezie,687.0,Spain,Male,32.0,3.0,0.0,2.0,1.0,0.0,48170.57,0.0
179,15793046.0,Fanucci,588.0,Germany,Male,43.0,2.0,138351.02,1.0,1.0,1.0,156495.55,0.0
180,15689953.0,Uspensky,711.0,France,Male,30.0,6.0,0.0,2.0,0.0,1.0,152790.92,0.0
181,15686835.0,DeRose,731.0,France,Male,45.0,9.0,118336.95,1.0,1.0,0.0,15068.18,1.0
182,15660385.0,Shih,753.0,France,Female,25.0,8.0,0.0,2.0,0.0,1.0,177028.0,0.0
183,15723872.0,Ts'ai,712.0,Germany,Male,56.0,7.0,145537.21,3.0,0.0,1.0,76510.46,1.0
184,15602551.0,Illingworth,694.0,France,Male,46.0,3.0,0.0,2.0,0.0,1.0,57549.65,0.0
185,15581840.0,Kao,737.0,France,Female,61.0,3.0,0.0,1.0,0.0,0.0,45419.73,1.0
186,15602731.0,Hao,739.0,France,Male,39.0,9.0,129895.19,1.0,1.0,1.0,187632.22,0.0
187,15593976.0,Lai,468.0,Germany,Female,33.0,7.0,112119.48,1.0,1.0,1.0,143616.28,0.0
188,15663883.0,Toscani,554.0,France,Male,55.0,4.0,0.0,1.0,0.0,0.0,60552.44,1.0
189,15807433.0,Ch'eng,641.0,Spain,Female,39.0,6.0,0.0,1.0,0.0,0.0,110405.9,1.0
190,15568104.0,Chiawuotu,556.0,Spain,Female,46.0,3.0,123845.36,3.0,1.0,1.0,187905.12,1.0
191,15572777.0,Chien,494.0,Germany,Female,49.0,2.0,121898.58,2.0,1.0,0.0,143952.24,1.0
192,15648362.0,Chikelu,663.0,Germany,Female,55.0,3.0,106901.42,1.0,1.0,0.0,118974.77,1.0
193,15669987.0,Chukwualuka,757.0,Spain,Male,41.0,5.0,0.0,2.0,1.0,1.0,58907.06,0.0
194,15660809.0,Kambinachi,598.0,France,Female,43.0,6.0,0.0,2.0,0.0,0.0,170122.22,0.0
195,15709994.0,Ch'in,647.0,France,Female,37.0,7.0,0.0,2.0,1.0,1.0,140941.47,0.0
196,15793883.0,Onyemauchechi,634.0,France,Male,39.0,1.0,0.0,2.0,1.0,0.0,166495.2,0.0
197,15667046.0,Udegbunam,537.0,France,Male,35.0,9.0,0.0,1.0,1.0,1.0,104610.86,0.0
198,15641170.0,Tseng,829.0,Spain,Female,52.0,2.0,0.0,1.0,0.0,0.0,52795.15,1.0
199,15570895.0,Chukwudi,583.0,France,Male,56.0,6.0,132571.67,1.0,1.0,1.0,134790.74,0.0
200,15571081.0,Chukwujamuike,596.0,France,Male,37.0,4.0,0.0,2.0,1.0,0.0,94790.34,0.0
201,15683625.0,Chinedum,627.0,France,Female,32.0,3.0,0.0,2.0,1.0,1.0,129891.66,0.0
202,15627377.0,Chukwuemeka,646.0,Spain,Female,31.0,2.0,0.0,2.0,1.0,1.0,115789.25,0.0
203,15794868.0,Nwankwo,686.0,France,Male,39.0,2.0,0.0,2.0,1.0,1.0,102628.98,0.0
204,15643865.0,Chukwudi,637.0,Germany,Male,39.0,5.0,113743.37,2.0,1.0,1.0,89893.6,0.0
205,15737408.0,Lu,484.0,France,Male,40.0,1.0,0.0,2.0,1.0,1.0,154486.01,0.0
206,15592762.0,Fiorentini,767.0,France,Male,31.0,2.0,0.0,2.0,1.0,0.0,40807.27,0.0
207,15684461.0,Lo Duca,551.0,Germany,Female,47.0,2.0,77526.66,1.0,1.0,1.0,152298.28,1.0
208,15574795.0,Chukwueloka,683.0,Germany,Female,44.0,1.0,99883.16,1.0,1.0,0.0,137791.18,1.0
209,15638882.0,Shao,568.0,France,Male,33.0,6.0,0.0,2.0,1.0,0.0,99818.46,0.0
210,15637324.0,Shao,603.0,Spain,Female,56.0,3.0,105736.32,1.0,1.0,0.0,122580.48,0.0
211,15795540.0,T'ao,628.0,France,Female,60.0,8.0,0.0,2.0,0.0,0.0,163736.09,0.0
212,15643826.0,Rippey,678.0,France,Female,28.0,2.0,161801.47,2.0,1.0,0.0,126511.94,0.0
213,15649853.0,Hsia,758.0,Spain,Male,29.0,5.0,152324.66,1.0,1.0,0.0,98820.09,0.0
214,15665811.0,Hsueh,591.0,Spain,Female,35.0,5.0,0.0,2.0,0.0,0.0,103480.69,0.0
215,15591036.0,Chien,725.0,Germany,Male,44.0,2.0,120530.13,1.0,1.0,1.0,134462.89,1.0
216,15812040.0,Mazzi,675.0,France,Female,50.0,7.0,94607.08,1.0,1.0,0.0,137784.25,1.0
217,15589230.0,L?,730.0,Spain,Male,35.0,8.0,0.0,2.0,1.0,1.0,126434.61,0.0
218,15763874.0,Y?an,678.0,France,Male,24.0,9.0,0.0,2.0,1.0,0.0,109614.57,0.0
219,15623202.0,Y?an,745.0,France,Female,28.0,1.0,157955.83,1.0,0.0,1.0,161671.15,0.0
220,15726234.0,T'ien,583.0,Spain,Female,34.0,6.0,0.0,2.0,1.0,0.0,126223.84,0.0
221,15814268.0,Hsia,667.0,France,Male,27.0,4.0,0.0,2.0,1.0,0.0,176962.31,0.0
222,15685829.0,Chidiebele,635.0,Germany,Female,33.0,9.0,152063.59,2.0,0.0,1.0,168035.62,1.0
223,15572398.0,Chien,676.0,Spain,Female,36.0,4.0,0.0,1.0,1.0,1.0,138889.15,0.0
224,15654901.0,Onio,729.0,Spain,Male,38.0,4.0,123372.3,1.0,0.0,1.0,115842.1,0.0
225,15789425.0,H?,641.0,Spain,Female,37.0,5.0,0.0,2.0,1.0,0.0,121559.6,0.0
226,15783691.0,H?,763.0,France,Male,46.0,1.0,0.0,1.0,1.0,0.0,64448.36,0.0
227,15672437.0,Iadanza,753.0,Spain,Male,32.0,3.0,141234.98,1.0,1.0,0.0,146053.42,0.0
228,15778190.0,Tung,489.0,Spain,Female,36.0,9.0,0.0,2.0,1.0,0.0,162858.28,0.0
229,15691653.0,Lo,595.0,France,Female,54.0,2.0,0.0,1.0,1.0,1.0,167984.72,1.0
230,15809800.0,Nkemakonam,594.0,France,Male,41.0,2.0,135689.79,1.0,1.0,1.0,151733.43,0.0
231,15645778.0,Martin,694.0,France,Female,21.0,2.0,0.0,2.0,1.0,1.0,152499.8,0.0
232,15788367.0,Palerma,628.0,Germany,Male,37.0,9.0,110148.76,1.0,0.0,0.0,35701.06,1.0
233,15691808.0,Chidimma,705.0,Spain,Female,25.0,2.0,0.0,2.0,1.0,1.0,49829.8,0.0
234,15627232.0,Pagnotto,745.0,Germany,Male,37.0,1.0,133871.05,1.0,1.0,0.0,142516.35,0.0
235,15743076.0,Walker,599.0,France,Male,37.0,1.0,0.0,2.0,1.0,1.0,158049.9,0.0
236,15697567.0,Bancks,437.0,France,Female,40.0,9.0,0.0,2.0,0.0,1.0,109538.35,0.0
237,15580148.0,Chiganu,626.0,Spain,Female,43.0,9.0,0.0,1.0,1.0,0.0,59207.41,0.0
238,15625395.0,Chia,773.0,France,Female,34.0,9.0,0.0,2.0,0.0,1.0,127068.92,0.0
239,15573741.0,Eluemuno,671.0,Germany,Male,37.0,1.0,95139.41,2.0,1.0,0.0,127939.18,0.0
240,15774358.0,Chidubem,648.0,France,Female,50.0,1.0,126817.65,2.0,1.0,0.0,159718.27,0.0
241,15775295.0,Udinesi,719.0,Germany,Male,39.0,6.0,123815.86,1.0,1.0,0.0,71179.31,1.0
